g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	f__Kiloniellaceae	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
CS.161	0	0	0.000567063611194503	0.129423930084392	6.67133660228827e-05	0	0	0.0588078321491711	0	0	0.00803896060575736	0	0.00103405717335468	0	0	0.000100070049034324	0.171353280629774	0	0.000466993562160179	0	0.00103405717335468	0.000266853464091531	3.33566830114413e-05	0	0	0.000433636879148737	6.67133660228827e-05	0	0.00283531805597251	0.00677140665132259	0	0	0	0	3.33566830114413e-05	0.000166783415057207	0.000200140098068648	0.00567063611194503	0	3.33566830114413e-05	0.00757196704359718	0.00426965542546449	0	0.000366923513125855	0.00133426732045765	0.000533706928183061	0.00160112078454918	0.000333566830114413	0	3.33566830114413e-05	0.00300210147102972	0.0937989926281731	0.00293538810500684	0.000300210147102972	0.00160112078454918	0	0	0.000700490343240268	0.0332899696454185	0	0.00303545815404116	6.67133660228827e-05	0.0123419727142333	0.10137095967177	0	0.00450315220654458	0.00073384702625171	0.00507021581773908	0.000200140098068648	0.0194469461956703	0.000400280196137296	0	0.00883952099803196	0.0325561226191668	0	0	0	0	0.0300877280763201	0.000466993562160179	0.000233496781080089	0.00330231161813269	0	0	0.000100070049034324	0	0.016778411554755	0	0.00543713933086494	0.00173454751659495	0	0	0.0802561793255279	0.00183461756562927	0.00050035024517162	0.00186797424864072	0.011641482370993	0.000833917075286034	0.00310217152006404	0.0119750492011074	0	0.00283531805597251	0.0351913005770706	0.000366923513125855	0.000133426732045765	0.00260182127489242	0	0	0	0	0.0286533907068281	6.67133660228827e-05	0.00520364254978485	0.00073384702625171	0	0	0	0	0.00316888488608693	0.000466993562160179	0.000266853464091531	3.33566830114413e-05	0.000100070049034324	0	0.000166783415057207	0.000100070049034324	0.000233496781080089	0.00430301210847593	0	0.00517028586677341
CS.229	0	0.000487361102085905	0.000357398141529664	0.00272922217168107	0.000259925921112483	0	0.00406134251738255	0.0300864253687699	0	0.00198193514848268	0.00110468516472805	0	0.00110468516472805	0.00406134251738255	0	0.000162453700695302	0.227662616154396	0	0	0	0.00084475924361557	0.00425628695821691	6.49814802781207e-05	0	0	0.0994866463058028	0	0	0.0141009812203522	0.0109168886867243	0	0	0	0	0.00233933329001235	0	0.000227435180973423	9.74722204171811e-05	3.24907401390604e-05	0.000129962960556241	0.00373643511599194	0.0210539996101111	0	0.00084475924361557	0.00152706478653584	0	0.00373643511599194	0.000812268503476509	0	0.00315160179348886	0.00350899993501852	0.000454870361946845	0.00591331470530899	0.00100721294431087	0.00207940736889986	3.24907401390604e-05	0	0.000584833322503087	0.0130287867957632	0	0.0325232308791994	3.24907401390604e-05	0.00243680551042953	0.0372668789395022	0	0.0173825459743973	0.000324907401390604	0.00796023133406979	0.000129962960556241	0.00659562024822925	0.000422379621807785	0.000259925921112483	0.00630320358697771	0.00614074988628241	0	0.000649814802781207	0	6.49814802781207e-05	0.00201442588862174	0.00282669439209825	0.00152706478653584	0.00799272207420885	0.000227435180973423	0	0.00276171291182013	6.49814802781207e-05	0.00935733316004939	0	0.017220092273702	0.000324907401390604	0.000584833322503087	0	0.0792774059393073	0.01452336084216	0.000974722204171811	0.00142959256611866	0.0533173045681981	0.00334654623432322	0.000779777763337449	0.015043212684385	0.0100721294431087	3.24907401390604e-05	0.0437975177074534	0.000129962960556241	0.000129962960556241	0.0319708882968354	3.24907401390604e-05	0	0	0	9.74722204171811e-05	0	0.000584833322503087	0.0350899993501852	0	0	0	0	0	0.000227435180973423	0.059717980375593	9.74722204171811e-05	0.0103320553642212	0	0	0.00233933329001235	0.00266424069140295	0.000162453700695302	0	0.000357398141529664
CS.115	0	0.000262528440581063	0.00224607665830465	0.0316200921766525	2.91698267312292e-05	0	8.75094801936876e-05	0.00157517064348638	0.000262528440581063	8.75094801936876e-05	0.0239484277463392	0.000204188787118605	0	0	0	5.83396534624584e-05	0.260019835482177	0	0.00513388950469634	0	2.91698267312292e-05	0.00110845341578671	0.000116679306924917	0	2.91698267312292e-05	0.00271279388600432	2.91698267312292e-05	2.91698267312292e-05	0.0203897088851292	0.000525056881162126	0	0	0.000175018960387375	2.91698267312292e-05	0.000175018960387375	0.000700075841549501	0.000204188787118605	0.00361705851467242	0	0	0.0712910565311242	0.000816755148474418	0	0.00207105769791727	0.00565894638585847	0	0.000204188787118605	0.000291698267312292	0	8.75094801936876e-05	0.00245026544542325	0.000554226707893355	0.00113762324251794	0.0030920016335103	0.000262528440581063	0.000204188787118605	0.00037920774750598	0.000233358613849834	0.0326410361122455	0	0.00107928358905548	0	0.0018960387375299	0.319467942360422	8.75094801936876e-05	0.000904264628668106	0	0.0231900122513272	0.000116679306924917	0.000262528440581063	2.91698267312292e-05	0	0.03678315150808	0.000145849133656146	0.00175018960387375	5.83396534624584e-05	0	0	0.00755498512338837	0.000554226707893355	5.83396534624584e-05	0.00595064465317076	0	0	0.0172685374248877	0	0.00201271804445482	0.000204188787118605	0.00974272212823056	0.000845924975205647	0.000845924975205647	0	0.0131847616825156	0.000466717227699667	0	0.0136514789102153	0.00297532232658538	0.000233358613849834	0.00895513680648737	0.00300449215331661	0.000204188787118605	0.0137973280438714	0.000466717227699667	0.000320868094043521	0.00443381366314684	0.0149641211131206	0.000116679306924917	0	2.91698267312292e-05	5.83396534624584e-05	0.00113762324251794	0	0.000204188787118605	0.00735079633626976	0	0	0	2.91698267312292e-05	0.000116679306924917	0	8.75094801936876e-05	0.00128347237617409	2.91698267312292e-05	0	0.00107928358905548	0.000116679306924917	0.00075841549501196	0	5.83396534624584e-05	0.000116679306924917
CS.137	0	0	0.00126271987544253	2.31691720264685e-05	0.00458749606124076	0	0.00150599618172045	0.11225463846824	0.0250505087950177	0.00081555485533169	2.31691720264685e-06	0.00205278864154511	0.000625567644714648	0.0091448721988471	0	0.00126040295823988	0.0338455264962651	2.31691720264685e-06	0	0.0322723397156679	0.00117004318733666	5.09721784582306e-05	0.0737590591462624	0.0252567144260533	0	0.0573043131730644	0	0	0.00727743693351374	0.0171197012103575	0	0	0	4.63383440529369e-05	0.0122796611740283	6.95075160794054e-06	0.000134381197753517	0.000208522548238216	0	0.000291931567533503	0.00224509276936479	0.0836708309391856	0	0.00173768790198513	0.00352866489963115	0	0.00431178291412578	0.000359122166410261	1.39015032158811e-05	0.00085957628218198	0.00287529424848474	9.26766881058738e-06	0.00148514392689663	0.00119321235936313	0.00204583788993717	2.08522548238216e-05	0.00101480973475932	0.00195316120183129	0.021820726214528	0.000417045096476432	0.00375572278549054	4.63383440529369e-06	0.00132991047431929	0.0551657985950214	0	0.00473577876221015	2.31691720264685e-06	0.00933949324386944	7.64582676873459e-05	0.001325276639914	0.00161489129024485	7.41413504846991e-05	0.00249531982725065	0.000108895108524402	5.56060128635243e-05	5.79229300661712e-05	2.08522548238216e-05	0.000576912383459065	0.00671905988767585	0.00580387759263035	0.0117120164593798	0.0234054975811384	4.40214268502901e-05	0	0	0	3.24368408370558e-05	0	0.0218438953865545	0.000342903745991733	0.000623250727512002	0	0.0631105076828974	0.0161743989916776	0.00650590350503234	0.000854942447776686	0.0234124483327464	0.0034522066319438	0.00978434134677763	0.00104261274119108	0.0252242775852162	0.000922133046653445	0.0510208337194862	0.000141331949361458	6.95075160794054e-06	0.0480876165409353	0	0	0	1.15845860132342e-05	1.39015032158811e-05	0	1.62184204185279e-05	0	6.25567644714649e-05	0	0.000106578191321755	0	0	0.000507404867379659	0.00586643435710181	3.47537580397027e-05	0.0310883950251154	0	4.63383440529369e-06	0.000463383440529369	0.00583168059906211	1.62184204185279e-05	0.000173768790198513	0
CS.248	3.3256842595364e-05	3.3256842595364e-05	0.000532109481525824	0.0166949349828727	0	0	0.000731650537098008	0.0494861817819016	0.000133027370381456	0.00349196847251322	0.000266054740762912	0.000631880009311916	0	3.3256842595364e-05	0	0	0.205294489341182	0.00834746749143636	0.00698393694502644	0.0522464997173168	0.00302637267617812	0.00262729056503376	0	6.6513685190728e-05	0	0.00319265688915494	0	0	0.0204529581961489	0.0280355183078918	0	0	0.00126376001862383	0	0.00349196847251322	0.000133027370381456	0	0.000598623166716552	0	0	0.0113405833250191	0.0103428780471582	0.000299311583358276	0.00033256842595364	0.00562040639861652	0	0.00123050317602847	0.00033256842595364	0	0.0272040972430077	0.00505504007449533	0.0045229305929695	0.0122052612324986	0.000399082111144368	0.00196215371312648	0.00066513685190728	0.00315940004655958	0.00099770527786092	0.0298646446506369	0	0.0133692507233363	0.00016628421297682	0.00801489906548272	0.0488543017725897	0	0.0028600884632013	6.6513685190728e-05	0.00488875586151851	6.6513685190728e-05	0.0158635139179886	0.000532109481525824	0.000532109481525824	0.00715022115800326	0.00981076856563238	0	0.00186238318534038	0	0	0.0410056869200838	0.000798164222288736	0.000598623166716552	0.00941168645448801	3.3256842595364e-05	0	0.00186238318534038	0	0.0305962951877349	0	0.046326781735342	0.0028600884632013	0.000365825268549004	0	0.0855365991552762	0.0194885097608833	0.0016628421297682	0.0121720043899032	0.0234460740297316	0.00409059163922977	0.00365825268549004	0.01370181914929	9.9770527786092e-05	0.000232797898167548	0.000133027370381456	0.000133027370381456	0.000897934750074828	0.00049885263893046	0.0008314210648841	3.3256842595364e-05	0	0	0.00372476637068077	0	0.00189564002793575	0.00106421896305165	0	0	0	0	6.6513685190728e-05	0	0.00778210116731518	0.00189564002793575	0.00675113904685889	0	0	0.000133027370381456	0.0110745285842562	0.0041571053244205	0	0.02101832452027
CS.064	0.00453057545424356	0.0491010009962522	0.000711608710090611	0.0558850040324494	2.37202903363537e-05	0	0.00778025523032402	0.0605816215190474	0.0212296598510366	0.00192134351724465	0	0.000118601451681769	0.000142321742018122	0.00113857393614498	0	0.00448313487357085	0.0214194221737274	0	2.37202903363537e-05	0.0129275582333128	0.00120973480715404	0.00730584942359694	2.37202903363537e-05	0	0	0.0543431851605864	0.00823094074671474	0.0022059870012809	0.008918829166469	0.00623843635846103	0	0	0.0022534275819536	0.000379524645381659	0.00199250438825371	2.37202903363537e-05	0.00932207410218701	0.000593007258408843	0	0.00303619716305328	0.00334456093742587	0.0570947388396034	0	0.00234830874329902	0.00457801603491627	0	0.00564542910005218	0.00083021016177238	7.11608710090612e-05	0.00908487119882347	0.00322595948574411	0.00154181887186299	0.00320223919540775	0.00253807106598985	0.00600123345509749	0	0.000355804355045306	0.0422221167987096	0.0382371080222022	0	0.003486882679444	0.000593007258408843	0.000308363774372598	0.0611034679064472	0	0.00654680013283363	0	0.0237677309170264	0.000237202903363537	0.00272783338868068	0.00249063048531714	0.00018976232269083	0.0146116988471939	4.74405806727074e-05	0	4.74405806727074e-05	0	0.000237202903363537	0.00308363774372598	0.00180274206556288	0.00687888419754258	0.037217135537739	0	0	0.0203045685279188	0	0.00450685516390721	0.000332084064708952	0.0222970729161725	0.00018976232269083	0.00116229422648133	0	0.0346079036007401	0.00595379287442478	4.74405806727074e-05	0.00249063048531714	0.0680060723943261	0.00711608710090612	0.00241946961430808	0.0203757293989278	0.00139949712984487	2.37202903363537e-05	0.016295839461075	0.000426965226054367	0.00685516390720622	0.0624792447459557	7.11608710090612e-05	0	0	7.11608710090612e-05	0	2.37202903363537e-05	0	2.37202903363537e-05	2.37202903363537e-05	0	0.00139949712984487	0.00104369277479956	0.005431946487025	0	0.00265667251767162	0.00196878409791736	0.000332084064708952	0	0	0.005431946487025	0.00747189145595142	0.000166042032354476	0.000284643484036245	0
CS.153	0	0.00115610986547085	0.000595571748878924	0.0200742713004484	0.000210201793721973	7.0067264573991e-05	0.000910874439461883	0.0476107062780269	0.00241732062780269	0.00294282511210762	0.00164658071748879	0.00161154708520179	0.000175168161434978	0.000210201793721973	0	0.00101597533632287	0.107798486547085	0	7.0067264573991e-05	0.00164658071748879	0.000525504484304933	0.000490470852017937	0.00634108744394619	0.00119114349775785	0.000385369955156951	0.206067825112108	0.0284823430493274	0.000105100896860987	0.00416900224215247	0.0119815022421525	0.000210201793721973	0	0.000875840807174888	3.50336322869955e-05	0.0023822869955157	7.0067264573991e-05	0.000420403587443946	0.00266255605381166	0	0.000245235426008969	0.00697169282511211	0.0164307735426009	0.000245235426008969	0.00178671524663677	0.00273262331838565	0	0.00031530269058296	0.000140134529147982	0.000175168161434978	0.00252242152466368	0.000875840807174888	0.00371356502242152	0.00672645739910314	0.00031530269058296	0.00143637892376682	7.0067264573991e-05	0.00147141255605381	0.0023122197309417	0.0334571188340807	0	0.0333870515695067	0.000175168161434978	0.00532511210762332	0.102017937219731	0.0170263452914798	0.0144338565022422	7.0067264573991e-05	0.0109304932735426	0.000175168161434978	0.00963424887892377	0.000735706278026906	0.000140134529147982	0.0093539798206278	0.00115610986547085	0.000420403587443946	0.00108604260089686	0.000245235426008969	0.00143637892376682	0.00928391255605381	0.0054652466367713	0.00150644618834081	0.00753223094170404	3.50336322869955e-05	0.000245235426008969	0.000455437219730942	0.000105100896860987	0.0145389573991031	3.50336322869955e-05	0.0131025784753363	0.00112107623318386	0.000350336322869955	0	0.0336673206278027	0.00767236547085202	0.000210201793721973	0.00585061659192825	0.030864630044843	0.00290779147982063	0.000840807174887892	0.00536014573991031	0.00553531390134529	0.00108604260089686	0.000735706278026906	0.000175168161434978	0.000105100896860987	0.0497827914798206	7.0067264573991e-05	0.0245585762331839	0	0	0.00336322869955157	0.000105100896860987	0.000105100896860987	0.00525504484304933	0.000175168161434978	0	0.000210201793721973	0	0.00210201793721973	0.000105100896860987	0.00840807174887892	0.000245235426008969	0.00133127802690583	0	0	0.00119114349775785	0.00213705156950673	0.00031530269058296	0.000280269058295964	0.00189181614349776
CS.282	0	0	0.000303485750621423	0.015434418174461	0	0.00076594022775883	0.000563616394011215	0.053268975085265	0.00274582345800335	0.000289034048210879	0.00014451702410544	0	2.89034048210879e-05	0.000780391930169374	0	5.78068096421758e-05	0.32890629516157	1.4451702410544e-05	0.00841089080293659	0	1.4451702410544e-05	0.00404647667495231	1.4451702410544e-05	0	0	0.000115613619284352	0	0	0.0200300595410139	0.0074281750390196	0	0	8.67102144632638e-05	0	0	8.67102144632638e-05	0	0.000722585120527198	0	0.000158968726515984	0.0301317995259842	0.00242788600497139	2.89034048210879e-05	0.0014451702410544	0.00258685473148737	0	0.000809295334990462	0.000317937453031967	8.67102144632638e-05	0.000158968726515984	0.00271692005318226	0.000780391930169374	0.00346840857853055	0.000708133418116654	0.000462454477137407	0	0	0.000404647667495231	0.0176021735360425	0	0.137580206948379	0.000115613619284352	0.00351176368576218	0.0394965026880166	0	0.00689346204982947	0	0.0114891034163824	0.000130065321694896	0.00615642522689173	0.000346840857853055	0.000158968726515984	0.0080206948378519	0	0	0	0	0	0.0167928782010521	0.00731256141973525	0.00069368171570611	0.0114168449043297	0	0	0.000158968726515984	2.89034048210879e-05	0.00062142320365339	0	0.00114168449043297	0.00195097982542343	0.000115613619284352	5.78068096421758e-05	0.0831406439678594	0.00716804439562981	0.000809295334990462	0.00380079773397306	0.0327475576622926	0.000953812359095902	0.000433551072316319	0.0187149546216544	0	0.000635874906063934	0	0.000101161916873808	0.000216775536158159	0	0.0108532285103185	0	0	0	0.0160558413781143	0	7.22585120527198e-05	0.0102173536042546	0	0	0	0	0.00823747037401006	0.000101161916873808	1.4451702410544e-05	0.000664778310885022	0.00171975258685473	0	1.4451702410544e-05	4.33551072316319e-05	0.0194230880397711	0	0	0.0198277357072663
CS.213	0	8.92976737955976e-05	0.000312541858284592	0.123744251462249	4.46488368977988e-05	0	0.000156270929142296	0.00796981738625709	0.00160735812832076	0	0.000111622092244497	0	0	0	0	0.000111622092244497	0.2981649328035	0	0	2.23244184488994e-05	0	0.000826003482609278	0	0	0	0.000267893021386793	0	0	0.0075679778541769	0.0185292673125865	0	0	0	0	0.000602759298120284	0	0	0.00828235924454168	2.23244184488994e-05	0	0.00395142206545519	0.00721078715899451	0	0.000535786042773586	0.000156270929142296	0.000535786042773586	0	4.46488368977988e-05	0	0	0.00283520114301022	4.46488368977988e-05	0.00609456623654954	0	0.000424163950529089	0	0.00290217439835692	0	0.0248024288967272	0	0.0513908112693664	0.000133946510693396	0.0151806045452516	0.0903469214626959	0	0.00323704067509041	2.23244184488994e-05	0.0171898022056525	0.000178595347591195	0.0279055230611243	0	4.46488368977988e-05	0.0130821092110551	0.000647408135018083	0.000915301156404876	0.000357190695182391	0	0	0.0431754252801715	0.000848327901058177	0.00037951511363129	0.000513461624324686	0	0	2.23244184488994e-05	0	0	0	0.00205384649729875	0.00252265928472563	0	4.46488368977988e-05	0.0416796892440952	0.0317676474527839	0	0.000267893021386793	0.0809929901326071	0.000357190695182391	0.000156270929142296	0.00625083716569183	2.23244184488994e-05	0.000312541858284592	0.0145778452471313	2.23244184488994e-05	0	0.0103362057418404	0	0	0	0	0.0115863731749788	0	0.000133946510693396	0	0	2.23244184488994e-05	0	0	0	0	0.0073893825065857	2.23244184488994e-05	0.000401839532080189	0	8.92976737955976e-05	2.23244184488994e-05	0.00189757556815645	2.23244184488994e-05	0	0.000468812787426888
CS.126	0	7.40452786879177e-05	0.00096258862294293	0.00877436552451824	3.70226393439588e-05	0	0	0.0320245830325244	0.00285074322948483	0.00199922252457378	0	0.000240647155735732	7.40452786879177e-05	0.00118472445900668	0	0.000222135836063753	0.0645304603765202	3.70226393439588e-05	0.012587697376946	1.85113196719794e-05	0.00138834897539846	0.00653449584420873	0.000407249032783547	0.0121064030654745	0	0.149738064826641	0.000148090557375835	0	0.019770089409674	0.0158271783195424	5.55339590159382e-05	1.85113196719794e-05	3.70226393439588e-05	0	0.00281372059014087	7.40452786879177e-05	5.55339590159382e-05	7.40452786879177e-05	0	0	0.00577553173765758	0.028766590770256	3.70226393439588e-05	7.40452786879177e-05	0.00107365654097481	0	0.00112919049999074	0.000296181114751671	0	0.000592362229503341	0.00283223190981285	7.40452786879177e-05	0.00464634123766683	0.0006293848688473	0.00190666592621388	1.85113196719794e-05	0.000777475426223135	0.00309139038522056	0.0312656189259732	5.55339590159382e-05	0.0283963643768164	0.000240647155735732	0.00444271672127506	0.0357083356472483	0	0.0420947409340812	0	0.0220840043686714	0.000185113196719794	0.00747857314747968	0.000203624516391774	0.000129579237703856	0.00433164880324318	0	7.40452786879177e-05	0.000111067918031876	0	0.000277669795079691	0.00877436552451824	0.00094407730327095	0.00212880176227763	0.0108661446474519	0.00194368856555784	1.85113196719794e-05	1.85113196719794e-05	0	0.00107365654097481	0	0.0132541048851373	0.000240647155735732	0.000111067918031876	0	0.103885525999148	0.0164010292293738	0.000166601877047815	0.00501656763110642	0.0395031561800041	0.00222135836063753	0.00162899613113419	0.00453527331963496	0.0329686603357953	0.000222135836063753	0.0996464337942652	5.55339590159382e-05	1.85113196719794e-05	0.0504433461061439	9.25565983598971e-05	0	0	0.000592362229503341	5.55339590159382e-05	0	0.000166601877047815	9.25565983598971e-05	0.000536828270487403	0	0	0	0.0109772125654838	9.25565983598971e-05	0.00797837877862313	0.000296181114751671	0.000203624516391774	0	0.000259158475407712	0.000499805631143444	0.000222135836063753	1.85113196719794e-05	0.000814498065567094	0.0133836841228411
CS.292	0.000836986847349542	0.000358708648864089	0.000438421681944998	0.0386608210442407	0	0.000318852132323635	0.000278995615783181	0.00876843363889996	0.000239139099242726	0.00462335591869271	0.00103626943005181	0.000199282582702272	3.98565165404544e-05	0.000239139099242726	0	0.000199282582702272	0.206058190514149	0.00119569549621363	7.97130330809087e-05	3.98565165404544e-05	0.00115583897967318	0	0.00235153447588681	0.000199282582702272	0	0.0333599043443603	0.00394579513750498	0.000119569549621363	0.0135910721402949	0.0137903547229972	0	7.97130330809087e-05	0.000119569549621363	3.98565165404544e-05	0.00131526504583499	3.98565165404544e-05	0	0.00912714228776405	0	0.000199282582702272	0.00310880829015544	0.00825029892387405	0	0.000438421681944998	0.0022718214428059	0	0.000278995615783181	0.000358708648864089	0	0.000398565165404544	0.00394579513750498	0.00263053009166999	0.00701474691111997	0.000318852132323635	0.00131526504583499	0	0	0.00286966919091271	0.0309286568353926	3.98565165404544e-05	0.00840972499003587	0	0.00741331207652451	0.127381426863292	0	0.00705460342766042	0.000199282582702272	0.0041052212036668	7.97130330809087e-05	0.0172180151454763	3.98565165404544e-05	0.000199282582702272	0.0207253886010363	0.000119569549621363	0.00143483459545636	0	0.000478278198485452	0	0.0355918692706257	0.00318852132323635	0.00159426066161817	0.00530091669988043	0.000398565165404544	3.98565165404544e-05	0.000159426066161817	7.97130330809087e-05	0.00275009964129135	0	0.00474292546831407	0.000398565165404544	7.97130330809087e-05	0.000199282582702272	0.110920685532084	0.0214826624153049	0.000597847748106815	0.00159426066161817	0.123236349143085	0.00179354324432045	0.000478278198485452	0.0331207652451176	0.00251096054204862	0.000717417297728179	0.000956556396970905	0.000159426066161817	0.000757273814268633	0.00107612594659227	0	0	0.000677560781187724	0	0.0248704663212435	0	0.000119569549621363	3.98565165404544e-05	0	0	0	7.97130330809087e-05	0.000239139099242726	0.00091669988043045	0.00745316859306497	0	0.00175368672777999	0	0	0.000119569549621363	0.00338780390593862	0.00063770426464727	0	0
CS.203	0	0.000780704959968107	0.000265771901265739	0.0110461446463573	3.32214876582173e-05	0.00146174545696156	3.32214876582173e-05	0.0181223215175576	0.00187701405268928	0.000431879339556825	0	0.000697651240822564	0	0.00137869173781602	0	0	0.0306634331085346	0	0.000730872728480781	0	0.000415268595727717	0.00159463140759443	0.0386532008903359	0	0	0.25605461612571	0.0804126108767151	0.000132885950632869	0.000681040496993455	0.00798976778180127	0	0	0.000265771901265739	6.64429753164347e-05	0.00285704793860669	0.000116275206803761	0	0.000348825620411282	0	0.000564765290189695	0.00355469917942926	0.0129231586990465	9.9664462974652e-05	4.9832231487326e-05	0.000614597521677021	0	0.000182718182120195	0.000166107438291087	0	0.000531543802531477	0.00139530248164513	3.32214876582173e-05	0.00588020331550447	0.000448490083385934	0.000830537191455433	0	0.00181057107737284	0.000265771901265739	0.0271917876482509	8.30537191455433e-05	0.0130062124181921	0.000265771901265739	0.015896481844457	0.0511610909936547	0	0.00553137769509319	4.9832231487326e-05	0.0111458091093319	1.66107438291087e-05	0.0196671206936647	0.000315604132753065	6.64429753164347e-05	0.00858775455964918	0	0.00107969834889206	0.000382047108069499	0	0.00196006777183482	0.010398325637022	0.000813926447626325	0.000780704959968107	0.00207634297863858	0.000182718182120195	0	0	0	4.9832231487326e-05	0	0.0174578917643932	0.000880369422942759	0.000332214876582173	0	0.0755456629347862	0.017424670276735	4.9832231487326e-05	0.00926879505664264	0.0565761934819441	0.00049832231487326	0.00151157768844889	0.00390352479984054	0.0558619314972924	6.64429753164347e-05	0.00933523803195907	0	1.66107438291087e-05	1.66107438291087e-05	0	0.00627886116740308	0	0.000581376034018803	0.062373343078303	0	0.00024916115743663	0	0	0	0	0	1.66107438291087e-05	0.000298993388923956	0.0190691339158168	3.32214876582173e-05	0.00174412810205641	0	0	0.000116275206803761	6.64429753164347e-05	0.00124580578718315	0.000166107438291087	0
CS.236	0	0.00259327864514422	0.000529240539825351	0.113892564170415	0	0	0.000158772161947605	0.0312251918496957	0.00751521566551998	0.00365175972479492	0.000899708917703096	0.00312251918496957	0	0.00185234188938873	0	0.000846784863720561	0.0187351151098174	0	0.00031754432389521	5.29240539825351e-05	0.000635088647790421	0.0010584810796507	0.00010584810796507	0	0	0.00042339243186028	0	0	0.0127017729558084	0.00312251918496957	0	0	0.000740936755755491	0.00010584810796507	0.0100555702566817	0.000158772161947605	0.000529240539825351	0.00021169621593014	5.29240539825351e-05	0	0.00529240539825351	0.00164064567345859	0	0.00010584810796507	5.29240539825351e-05	0	0.000476316485842816	0	0.000264620269912675	0.00375760783275999	5.29240539825351e-05	0.00127017729558084	0.000264620269912675	5.29240539825351e-05	0.013548557819529	5.29240539825351e-05	0	0.00148187351151098	0.0531357501984652	0.00259327864514422	0.00127017729558084	0	0.0040751521566552	0.271024080444562	0	0.0125430007938608	0	0.0302196348240275	0.00153479756549352	0.00931463350092617	0.00312251918496957	0.000476316485842816	0.00127017729558084	0	0	0	0	0.000370468377877745	0.00127017729558084	0	0.00010584810796507	0.019687748081503	0	0	0.00185234188938873	0	0.0112198994442974	0	0.00285789891505689	0.00338713945488224	0.0010584810796507	0	0.135750198465202	0.0385816353532681	0.00322836729293464	0.00275205080709182	0.105742259857105	0.0090500132310135	0.00174649378142366	0.00455146864249802	0	5.29240539825351e-05	5.29240539825351e-05	0.00010584810796507	0.00714474728764223	0	0	0	0	0	0.000158772161947605	0	0	0	0	0	0	0	0	5.29240539825351e-05	5.29240539825351e-05	0.000476316485842816	0.00682720296374702	0	0.000370468377877745	0.0019581899973538	0.00275205080709182	0	0	5.29240539825351e-05
